FID	IID	Pop	#IID	PAT	MAT	SEX	SuperPop	Population
13291	NA07037	CEU	NA07037	0	0	2.0	EUR	CEU
13291	NA07045	CEU						
13291	NA07435	CEU						
13292	NA07014	CEU						
13292	NA07031	CEU						
13292	NA07051	CEU	NA07051	0	0	1.0	EUR	CEU
1330	NA12335	CEU						
1330	NA12336	CEU						
1330	NA12340	CEU	NA12340	0	0	1.0	EUR	CEU
1330	NA12341	CEU	NA12341	0	0	2.0	EUR	CEU
1330	NA12342	CEU	NA12342	0	0	1.0	EUR	CEU
1330	NA12343	CEU						
1331	NA07340	CEU						
1334	NA10846	CEU						
1334	NA10847	CEU	NA10847	0	0	2.0	EUR	CEU
1334	NA12144	CEU	NA12144	0	0	1.0	EUR	CEU
1334	NA12145	CEU						
1334	NA12146	CEU						
1334	NA12239	CEU						
1340	NA06994	CEU	NA06994	0	0	1.0	EUR	CEU
1340	NA07000	CEU	NA07000	0	0	2.0	EUR	CEU
1340	NA07019	CEU						
1340	NA07022	CEU						
1340	NA07029	CEU						
1340	NA07056	CEU	NA07056	0	0	2.0	EUR	CEU
1341	NA06985	CEU	NA06985	0	0	2.0	EUR	CEU
1341	NA06991	CEU						
1341	NA06993	CEU						
1341	NA07034	CEU						
1341	NA07048	CEU	NA07048	0	0	1.0	EUR	CEU
1341	NA07055	CEU						
1344	NA10850	CEU						
1344	NA10851	CEU	NA10851	0	0	1.0	EUR	CEU
1344	NA12056	CEU						
1344	NA12057	CEU						
1344	NA12058	CEU	NA12058	0	0	2.0	EUR	CEU
1345	NA07345	CEU						
1345	NA07346	CEU						
1345	NA07347	CEU	NA07347	0	0	1.0	EUR	CEU
1345	NA07348	CEU						
1345	NA07349	CEU						
1345	NA07357	CEU	NA07357	0	0	1.0	EUR	CEU
1346	NA10852	CEU						
1346	NA10857	CEU						
1346	NA12043	CEU	NA12043	0	0	1.0	EUR	CEU
1346	NA12044	CEU	NA12044	0	0	2.0	EUR	CEU
1346	NA12045	CEU	NA12045	0	0	1.0	EUR	CEU
1346	NA12046	CEU	NA12046	0	0	2.0	EUR	CEU
1347	NA10859	CEU						
1347	NA11881	CEU	NA11881	0	0	1.0	EUR	CEU
1347	NA11882	CEU						
1349	NA10853	CEU						
1349	NA10854	CEU						
1349	NA11839	CEU						
1349	NA11840	CEU	NA11840	0	0	2.0	EUR	CEU
1349	NA11843	CEU	NA11843	0	0	1.0	EUR	CEU
1350	NA10855	CEU						
1350	NA10856	CEU						
1350	NA11829	CEU	NA11829	0	0	1.0	EUR	CEU
1350	NA11830	CEU	NA11830	0	0	2.0	EUR	CEU
1350	NA11831	CEU	NA11831	0	0	1.0	EUR	CEU
1350	NA11832	CEU	NA11832	0	0	2.0	EUR	CEU
1353	NA12375	CEU						
1353	NA12376	CEU						
1353	NA12383	CEU	NA12383	0	0	2.0	EUR	CEU
1353	NA12489	CEU	NA12489	0	0	2.0	EUR	CEU
1353	NA12546	CEU	NA12546	0	0	1.0	EUR	CEU
1354	NA12386	CEU						
1354	NA12399	CEU	NA12399	0	0	1.0	EUR	CEU
1354	NA12400	CEU	NA12400	0	0	2.0	EUR	CEU
1355	NA12413	CEU	NA12413	0	0	1.0	EUR	CEU
1355	NA12414	CEU	NA12414	0	0	2.0	EUR	CEU
1355	NA12485	CEU						
1358	NA12707	CEU						
1358	NA12708	CEU						
1358	NA12716	CEU	NA12716	0	0	1.0	EUR	CEU
1358	NA12717	CEU	NA12717	0	0	2.0	EUR	CEU
1358	NA12718	CEU	NA12718	0	0	2.0	EUR	CEU
1362	NA10860	CEU						
1362	NA10861	CEU						
1362	NA11992	CEU	NA11992	0	0	1.0	EUR	CEU
1362	NA11993	CEU						
1362	NA11994	CEU	NA11994	0	0	1.0	EUR	CEU
1362	NA11995	CEU	NA11995	0	0	2.0	EUR	CEU
1375	NA10863	CEU						
1375	NA12234	CEU	NA12234	0	0	2.0	EUR	CEU
1375	NA12264	CEU						
1377	NA10864	CEU						
1377	NA10865	CEU						
1377	NA11891	CEU						
1377	NA11892	CEU	NA11892	0	0	2.0	EUR	CEU
1377	NA11893	CEU	NA11893	0	0	1.0	EUR	CEU
1377	NA11894	CEU	NA11894	0	0	2.0	EUR	CEU
1408	NA10830	CEU						
1408	NA10831	CEU						
1408	NA12154	CEU	NA12154	0	0	1.0	EUR	CEU
1408	NA12155	CEU	NA12155	0	0	1.0	EUR	CEU
1408	NA12156	CEU	NA12156	0	0	2.0	EUR	CEU
1408	NA12236	CEU						
1416	NA10835	CEU						
1416	NA12248	CEU						
1416	NA12249	CEU	NA12249	0	0	2.0	EUR	CEU
1418	NA10836	CEU						
1418	NA10837	CEU						
1418	NA12272	CEU	NA12272	0	0	1.0	EUR	CEU
1418	NA12273	CEU	NA12273	0	0	2.0	EUR	CEU
1418	NA12274	CEU						
1418	NA12275	CEU	NA12275	0	0	2.0	EUR	CEU
1420	NA10838	CEU						
1420	NA10839	CEU						
1420	NA12003	CEU	NA12003	0	0	1.0	EUR	CEU
1420	NA12004	CEU	NA12004	0	0	2.0	EUR	CEU
1420	NA12005	CEU	NA12005	0	0	1.0	EUR	CEU
1420	NA12006	CEU	NA12006	0	0	2.0	EUR	CEU
1421	NA10840	CEU						
1421	NA12286	CEU	NA12286	0	0	1.0	EUR	CEU
1421	NA12287	CEU	NA12287	0	0	2.0	EUR	CEU
1421a	NA12282	CEU	NA12282	0	0	1.0	EUR	CEU
1421a	NA12283	CEU	NA12283	0	0	2.0	EUR	CEU
1423	NA10842	CEU						
1423	NA10843	CEU						
1423	NA11917	CEU						
1423	NA11918	CEU	NA11918	0	0	2.0	EUR	CEU
1423	NA11919	CEU	NA11919	0	0	1.0	EUR	CEU
1423	NA11920	CEU	NA11920	0	0	2.0	EUR	CEU
1424	NA10845	CEU						
1424	NA11930	CEU	NA11930	0	0	1.0	EUR	CEU
1424	NA11931	CEU	NA11931	0	0	2.0	EUR	CEU
1424a	NA11932	CEU	NA11932	0	0	1.0	EUR	CEU
1424a	NA11933	CEU	NA11933	0	0	2.0	EUR	CEU
1444	NA12739	CEU						
1444	NA12740	CEU						
1444	NA12748	CEU	NA12748	0	0	1.0	EUR	CEU
1444	NA12749	CEU	NA12749	0	0	2.0	EUR	CEU
1444	NA12750	CEU	NA12750	0	0	1.0	EUR	CEU
1444	NA12751	CEU	NA12751	0	0	2.0	EUR	CEU
1447	NA12752	CEU						
1447	NA12753	CEU						
1447	NA12760	CEU	NA12760	0	0	1.0	EUR	CEU
1447	NA12761	CEU	NA12761	0	0	2.0	EUR	CEU
1447	NA12762	CEU	NA12762	0	0	1.0	EUR	CEU
1447	NA12763	CEU	NA12763	0	0	2.0	EUR	CEU
1451	NA12766	CEU						
1451	NA12767	CEU						
1451	NA12775	CEU	NA12775	0	0	1.0	EUR	CEU
1451	NA12776	CEU	NA12776	0	0	2.0	EUR	CEU
1451	NA12777	CEU	NA12777	0	0	1.0	EUR	CEU
1451	NA12778	CEU	NA12778	0	0	2.0	EUR	CEU
1454	NA12801	CEU						
1454	NA12802	CEU						
1454	NA12812	CEU	NA12812	0	0	1.0	EUR	CEU
1454	NA12813	CEU	NA12813	0	0	2.0	EUR	CEU
1454	NA12814	CEU	NA12814	0	0	1.0	EUR	CEU
1454	NA12815	CEU	NA12815	0	0	2.0	EUR	CEU
1456	NA12817	CEU						
1456	NA12818	CEU						
1456	NA12827	CEU	NA12827	0	0	1.0	EUR	CEU
1456	NA12828	CEU	NA12828	0	0	2.0	EUR	CEU
1456	NA12829	CEU	NA12829	0	0	1.0	EUR	CEU
1456	NA12830	CEU	NA12830	0	0	2.0	EUR	CEU
1458	NA12832	CEU						
1458	NA12842	CEU	NA12842	0	0	1.0	EUR	CEU
1458	NA12843	CEU	NA12843	0	0	2.0	EUR	CEU
1459	NA12864	CEU						
1459	NA12865	CEU						
1459	NA12872	CEU	NA12872	0	0	1.0	EUR	CEU
1459	NA12873	CEU	NA12873	0	0	2.0	EUR	CEU
1459	NA12874	CEU	NA12874	0	0	1.0	EUR	CEU
1459	NA12875	CEU						
1463	NA12877	CEU						
1463	NA12878	CEU	NA12878	0	0	2.0	EUR	CEU
1463	NA12889	CEU	NA12889	0	0	1.0	EUR	CEU
1463	NA12890	CEU	NA12890	0	0	2.0	EUR	CEU
1463	NA12891	CEU						
1463	NA12892	CEU						
NA18525	NA18525	CHB	NA18525	0	0	2.0	EAS	CHB
NA18526	NA18526	CHB	NA18526	0	0	2.0	EAS	CHB
NA18527	NA18527	CHB						
NA18528	NA18528	CHB	NA18528	0	0	2.0	EAS	CHB
NA18530	NA18530	CHB	NA18530	0	0	1.0	EAS	CHB
NA18531	NA18531	CHB	NA18531	0	0	2.0	EAS	CHB
NA18532	NA18532	CHB	NA18532	0	0	2.0	EAS	CHB
NA18533	NA18533	CHB	NA18533	0	0	2.0	EAS	CHB
NA18534	NA18534	CHB	NA18534	0	0	1.0	EAS	CHB
NA18535	NA18535	CHB	NA18535	0	0	2.0	EAS	CHB
NA18536	NA18536	CHB	NA18536	0	0	1.0	EAS	CHB
NA18537	NA18537	CHB	NA18537	0	0	2.0	EAS	CHB
NA18538	NA18538	CHB	NA18538	0	0	2.0	EAS	CHB
NA18539	NA18539	CHB	NA18539	0	0	2.0	EAS	CHB
NA18541	NA18541	CHB	NA18541	0	0	2.0	EAS	CHB
NA18542	NA18542	CHB	NA18542	0	0	2.0	EAS	CHB
NA18543	NA18543	CHB	NA18543	0	0	1.0	EAS	CHB
NA18544	NA18544	CHB	NA18544	0	0	1.0	EAS	CHB
NA18545	NA18545	CHB	NA18545	0	0	2.0	EAS	CHB
NA18546	NA18546	CHB	NA18546	0	0	1.0	EAS	CHB
NA18547	NA18547	CHB	NA18547	0	0	2.0	EAS	CHB
NA18548	NA18548	CHB	NA18548	0	0	1.0	EAS	CHB
NA18549	NA18549	CHB	NA18549	0	0	1.0	EAS	CHB
NA18550	NA18550	CHB	NA18550	0	0	2.0	EAS	CHB
NA18552	NA18552	CHB	NA18552	0	0	2.0	EAS	CHB
NA18553	NA18553	CHB	NA18553	0	0	2.0	EAS	CHB
NA18555	NA18555	CHB	NA18555	0	0	2.0	EAS	CHB
NA18557	NA18557	CHB	NA18557	0	0	1.0	EAS	CHB
NA18558	NA18558	CHB	NA18558	0	0	1.0	EAS	CHB
NA18559	NA18559	CHB	NA18559	0	0	1.0	EAS	CHB
NA18560	NA18560	CHB	NA18560	0	0	2.0	EAS	CHB
NA18561	NA18561	CHB	NA18561	0	0	1.0	EAS	CHB
NA18562	NA18562	CHB	NA18562	0	0	1.0	EAS	CHB
NA18563	NA18563	CHB	NA18563	0	0	1.0	EAS	CHB
NA18564	NA18564	CHB	NA18564	0	0	2.0	EAS	CHB
NA18565	NA18565	CHB	NA18565	0	0	2.0	EAS	CHB
NA18566	NA18566	CHB	NA18566	0	0	2.0	EAS	CHB
NA18567	NA18567	CHB	NA18567	0	0	2.0	EAS	CHB
NA18570	NA18570	CHB	NA18570	0	0	2.0	EAS	CHB
NA18571	NA18571	CHB	NA18571	0	0	2.0	EAS	CHB
NA18572	NA18572	CHB	NA18572	0	0	1.0	EAS	CHB
NA18573	NA18573	CHB	NA18573	0	0	2.0	EAS	CHB
NA18574	NA18574	CHB	NA18574	0	0	2.0	EAS	CHB
NA18576	NA18576	CHB						
NA18577	NA18577	CHB	NA18577	0	0	2.0	EAS	CHB
NA18579	NA18579	CHB	NA18579	0	0	2.0	EAS	CHB
NA18582	NA18582	CHB	NA18582	0	0	2.0	EAS	CHB
NA18591	NA18591	CHB	NA18591	0	0	2.0	EAS	CHB
NA18592	NA18592	CHB	NA18592	0	0	2.0	EAS	CHB
NA18593	NA18593	CHB	NA18593	0	0	2.0	EAS	CHB
NA18595	NA18595	CHB	NA18595	0	0	2.0	EAS	CHB
NA18596	NA18596	CHB	NA18596	0	0	2.0	EAS	CHB
NA18597	NA18597	CHB	NA18597	0	0	2.0	EAS	CHB
NA18599	NA18599	CHB	NA18599	0	0	2.0	EAS	CHB
NA18602	NA18602	CHB	NA18602	0	0	2.0	EAS	CHB
NA18603	NA18603	CHB	NA18603	0	0	1.0	EAS	CHB
NA18605	NA18605	CHB	NA18605	0	0	1.0	EAS	CHB
NA18606	NA18606	CHB	NA18606	0	0	1.0	EAS	CHB
NA18608	NA18608	CHB	NA18608	0	0	1.0	EAS	CHB
NA18609	NA18609	CHB	NA18609	0	0	1.0	EAS	CHB
NA18610	NA18610	CHB	NA18610	0	0	2.0	EAS	CHB
NA18611	NA18611	CHB	NA18611	0	0	1.0	EAS	CHB
NA18612	NA18612	CHB	NA18612	0	0	1.0	EAS	CHB
NA18613	NA18613	CHB	NA18613	0	0	1.0	EAS	CHB
NA18614	NA18614	CHB	NA18614	0	0	2.0	EAS	CHB
NA18615	NA18615	CHB	NA18615	0	0	2.0	EAS	CHB
NA18616	NA18616	CHB	NA18616	0	0	2.0	EAS	CHB
NA18617	NA18617	CHB	NA18617	0	0	2.0	EAS	CHB
NA18618	NA18618	CHB	NA18618	0	0	2.0	EAS	CHB
NA18619	NA18619	CHB	NA18619	0	0	2.0	EAS	CHB
NA18620	NA18620	CHB	NA18620	0	0	1.0	EAS	CHB
NA18621	NA18621	CHB	NA18621	0	0	1.0	EAS	CHB
NA18622	NA18622	CHB	NA18622	0	0	1.0	EAS	CHB
NA18623	NA18623	CHB	NA18623	0	0	1.0	EAS	CHB
NA18624	NA18624	CHB	NA18624	0	0	1.0	EAS	CHB
NA18625	NA18625	CHB	NA18625	0	0	2.0	EAS	CHB
NA18626	NA18626	CHB	NA18626	0	0	2.0	EAS	CHB
NA18627	NA18627	CHB	NA18627	0	0	2.0	EAS	CHB
NA18628	NA18628	CHB	NA18628	0	0	2.0	EAS	CHB
NA18629	NA18629	CHB	NA18629	0	0	1.0	EAS	CHB
NA18630	NA18630	CHB	NA18630	0	0	2.0	EAS	CHB
NA18631	NA18631	CHB	NA18631	0	0	2.0	EAS	CHB
NA18632	NA18632	CHB	NA18632	0	0	1.0	EAS	CHB
NA18633	NA18633	CHB	NA18633	0	0	1.0	EAS	CHB
NA18634	NA18634	CHB	NA18634	0	0	2.0	EAS	CHB
NA18635	NA18635	CHB	NA18635	0	0	1.0	EAS	CHB
NA18636	NA18636	CHB	NA18636	0	0	1.0	EAS	CHB
NA18637	NA18637	CHB	NA18637	0	0	1.0	EAS	CHB
NA18638	NA18638	CHB	NA18638	0	0	1.0	EAS	CHB
NA18639	NA18639	CHB	NA18639	0	0	1.0	EAS	CHB
NA18640	NA18640	CHB	NA18640	0	0	2.0	EAS	CHB
NA18641	NA18641	CHB	NA18641	0	0	2.0	EAS	CHB
NA18642	NA18642	CHB	NA18642	0	0	2.0	EAS	CHB
NA18643	NA18643	CHB	NA18643	0	0	1.0	EAS	CHB
NA18644	NA18644	CHB	NA18644	0	0	2.0	EAS	CHB
NA18645	NA18645	CHB	NA18645	0	0	1.0	EAS	CHB
NA18646	NA18646	CHB	NA18646	0	0	2.0	EAS	CHB
NA18647	NA18647	CHB	NA18647	0	0	1.0	EAS	CHB
NA18648	NA18648	CHB	NA18648	0	0	1.0	EAS	CHB
NA18740	NA18740	CHB	NA18740	0	0	1.0	EAS	CHB
NA18745	NA18745	CHB	NA18745	0	0	1.0	EAS	CHB
NA18747	NA18747	CHB	NA18747	0	0	1.0	EAS	CHB
NA18748	NA18748	CHB	NA18748	0	0	1.0	EAS	CHB
NA18749	NA18749	CHB	NA18749	0	0	1.0	EAS	CHB
NA18757	NA18757	CHB	NA18757	0	0	1.0	EAS	CHB
NA18791	NA18791	CHB						
NA18794	NA18794	CHB						
NA18795	NA18795	CHB						
SH001	HG00403	CHS	HG00403	0	0	1.0	EAS	CHS
SH001	HG00404	CHS	HG00404	0	0	2.0	EAS	CHS
SH001	HG00405	CHS						
SH002	HG00406	CHS	HG00406	0	0	1.0	EAS	CHS
SH002	HG00407	CHS	HG00407	0	0	2.0	EAS	CHS
SH002	HG00408	CHS						
SH003	HG00409	CHS	HG00409	0	0	1.0	EAS	CHS
SH003	HG00410	CHS	HG00410	0	0	2.0	EAS	CHS
SH003	HG00411	CHS						
SH006	HG00418	CHS						
SH006	HG00419	CHS	HG00419	0	0	2.0	EAS	CHS
SH006	HG00420	CHS						
SH007	HG00421	CHS	HG00421	0	0	1.0	EAS	CHS
SH007	HG00422	CHS	HG00422	0	0	2.0	EAS	CHS
SH007	HG00423	CHS						
SH009	HG00427	CHS						
SH009	HG00428	CHS	HG00428	0	0	2.0	EAS	CHS
SH009	HG00429	CHS						
SH012	HG00436	CHS	HG00436	0	0	1.0	EAS	CHS
SH012	HG00437	CHS	HG00437	0	0	2.0	EAS	CHS
SH012	HG00438	CHS						
SH014	HG00442	CHS	HG00442	0	0	1.0	EAS	CHS
SH014	HG00443	CHS	HG00443	0	0	2.0	EAS	CHS
SH014	HG00444	CHS						
SH015	HG00445	CHS	HG00445	0	0	1.0	EAS	CHS
SH015	HG00446	CHS	HG00446	0	0	2.0	EAS	CHS
SH015	HG00447	CHS						
SH016	HG00448	CHS	HG00448	0	0	1.0	EAS	CHS
SH016	HG00449	CHS	HG00449	0	0	2.0	EAS	CHS
SH016	HG00450	CHS						
SH017	HG00451	CHS	HG00451	0	0	1.0	EAS	CHS
SH017	HG00452	CHS	HG00452	0	0	2.0	EAS	CHS
SH017	HG00453	CHS						
SH019	HG00457	CHS	HG00457	0	0	1.0	EAS	CHS
SH019	HG00458	CHS	HG00458	0	0	2.0	EAS	CHS
SH019	HG00459	CHS						
SH021	HG00463	CHS	HG00463	0	0	1.0	EAS	CHS
SH021	HG00464	CHS	HG00464	0	0	2.0	EAS	CHS
SH021	HG00465	CHS						
SH024	HG00472	CHS	HG00472	0	0	1.0	EAS	CHS
SH024	HG00473	CHS	HG00473	0	0	2.0	EAS	CHS
SH024	HG00474	CHS						
SH025	HG00475	CHS	HG00475	0	0	1.0	EAS	CHS
SH025	HG00476	CHS	HG00476	0	0	2.0	EAS	CHS
SH025	HG00477	CHS						
SH026	HG00478	CHS	HG00478	0	0	1.0	EAS	CHS
SH026	HG00479	CHS	HG00479	0	0	2.0	EAS	CHS
SH026	HG00480	CHS						
SH028	HG00500	CHS	HG00500	0	0	1.0	EAS	CHS
SH028	HG00501	CHS						
SH028	HG00502	CHS						
SH032	HG00512	CHS						
SH032	HG00513	CHS	HG00513	0	0	2.0	EAS	CHS
SH032	HG00514	CHS						
SH036	HG00524	CHS	HG00524	0	0	1.0	EAS	CHS
SH036	HG00525	CHS	HG00525	0	0	2.0	EAS	CHS
SH036	HG00526	CHS						
SH038	HG00530	CHS	HG00530	0	0	1.0	EAS	CHS
SH038	HG00531	CHS	HG00531	0	0	2.0	EAS	CHS
SH038	HG00532	CHS						
SH039	HG00533	CHS	HG00533	0	0	1.0	EAS	CHS
SH039	HG00534	CHS	HG00534	0	0	2.0	EAS	CHS
SH039	HG00535	CHS						
SH040	HG00536	CHS	HG00536	0	0	1.0	EAS	CHS
SH040	HG00537	CHS	HG00537	0	0	2.0	EAS	CHS
SH040	HG00538	CHS						
SH042	HG00542	CHS	HG00542	0	0	1.0	EAS	CHS
SH042	HG00543	CHS	HG00543	0	0	2.0	EAS	CHS
SH042	HG00544	CHS						
SH045	HG00556	CHS	HG00556	0	0	1.0	EAS	CHS
SH045	HG00557	CHS	HG00557	0	0	2.0	EAS	CHS
SH045	HG00558	CHS						
SH046	HG00559	CHS	HG00559	0	0	1.0	EAS	CHS
SH046	HG00560	CHS	HG00560	0	0	2.0	EAS	CHS
SH046	HG00561	CHS						
SH048	HG00565	CHS	HG00565	0	0	1.0	EAS	CHS
SH048	HG00566	CHS	HG00566	0	0	2.0	EAS	CHS
SH048	HG00567	CHS						
SH052	HG00577	CHS						
SH052	HG00578	CHS						
SH052	HG00579	CHS						
SH053	HG00580	CHS	HG00580	0	0	1.0	EAS	CHS
SH053	HG00581	CHS	HG00581	0	0	2.0	EAS	CHS
SH053	HG00582	CHS						
SH054	HG00583	CHS	HG00583	0	0	1.0	EAS	CHS
SH054	HG00584	CHS	HG00584	0	0	2.0	EAS	CHS
SH054	HG00585	CHS						
SH056	HG00589	CHS	HG00589	0	0	1.0	EAS	CHS
SH056	HG00590	CHS	HG00590	0	0	2.0	EAS	CHS
SH056	HG00591	CHS						
SH057	HG00592	CHS	HG00592	0	0	1.0	EAS	CHS
SH057	HG00593	CHS	HG00593	0	0	2.0	EAS	CHS
SH057	HG00594	CHS						
SH058	HG00595	CHS	HG00595	0	0	1.0	EAS	CHS
SH058	HG00596	CHS	HG00596	0	0	2.0	EAS	CHS
SH058	HG00597	CHS						
SH059	HG00598	CHS	HG00598	0	0	1.0	EAS	CHS
SH059	HG00599	CHS	HG00599	0	0	2.0	EAS	CHS
SH059	HG00600	CHS						
SH062	HG00607	CHS	HG00607	0	0	1.0	EAS	CHS
SH062	HG00608	CHS	HG00608	0	0	2.0	EAS	CHS
SH062	HG00609	CHS						
SH063	HG00610	CHS	HG00610	0	0	1.0	EAS	CHS
SH063	HG00611	CHS	HG00611	0	0	2.0	EAS	CHS
SH063	HG00612	CHS						
SH064	HG00613	CHS	HG00613	0	0	1.0	EAS	CHS
SH064	HG00614	CHS	HG00614	0	0	2.0	EAS	CHS
SH064	HG00615	CHS						
SH066	HG00619	CHS	HG00619	0	0	1.0	EAS	CHS
SH066	HG00620	CHS	HG00620	0	0	2.0	EAS	CHS
SH066	HG00621	CHS						
SH067	HG00622	CHS	HG00622	0	0	1.0	EAS	CHS
SH067	HG00623	CHS	HG00623	0	0	2.0	EAS	CHS
SH067	HG00624	CHS						
SH068	HG00625	CHS	HG00625	0	0	1.0	EAS	CHS
SH068	HG00626	CHS	HG00626	0	0	2.0	EAS	CHS
SH068	HG00627	CHS						
SH069	HG00628	CHS	HG00628	0	0	1.0	EAS	CHS
SH069	HG00629	CHS	HG00629	0	0	2.0	EAS	CHS
SH069	HG00630	CHS						
SH070	HG00631	CHS	HG00631	0	0	1.0	EAS	CHS
SH070	HG00632	CHS	HG00632	0	0	2.0	EAS	CHS
SH070	HG00633	CHS						
SH071	HG00634	CHS	HG00634	0	0	1.0	EAS	CHS
SH071	HG00635	CHS						
SH071	HG00636	CHS						
SH072	HG00650	CHS	HG00650	0	0	1.0	EAS	CHS
SH072	HG00651	CHS	HG00651	0	0	2.0	EAS	CHS
SH072	HG00652	CHS						
SH073	HG00653	CHS	HG00653	0	0	1.0	EAS	CHS
SH073	HG00654	CHS	HG00654	0	0	2.0	EAS	CHS
SH073	HG00655	CHS						
SH074	HG00658	CHS						
SH076	HG00662	CHS	HG00662	0	0	1.0	EAS	CHS
SH076	HG00663	CHS	HG00663	0	0	2.0	EAS	CHS
SH076	HG00664	CHS						
SH079	HG00671	CHS	HG00671	0	0	1.0	EAS	CHS
SH079	HG00672	CHS	HG00672	0	0	2.0	EAS	CHS
SH079	HG00673	CHS						
SH080	HG00674	CHS	HG00674	0	0	1.0	EAS	CHS
SH080	HG00675	CHS	HG00675	0	0	2.0	EAS	CHS
SH080	HG00676	CHS						
SH083	HG00683	CHS	HG00683	0	0	1.0	EAS	CHS
SH083	HG00684	CHS	HG00684	0	0	2.0	EAS	CHS
SH083	HG00685	CHS						
SH085	HG00689	CHS	HG00689	0	0	1.0	EAS	CHS
SH085	HG00690	CHS	HG00690	0	0	2.0	EAS	CHS
SH085	HG00691	CHS						
SH086	HG00692	CHS	HG00692	0	0	1.0	EAS	CHS
SH086	HG00693	CHS	HG00693	0	0	2.0	EAS	CHS
SH086	HG00694	CHS						
SH088	HG00698	CHS	HG00698	0	0	1.0	EAS	CHS
SH088	HG00699	CHS	HG00699	0	0	2.0	EAS	CHS
SH088	HG00700	CHS						
SH074	HG00656	CHS	HG00656	0	0	1.0	EAS	CHS
SH074	HG00657	CHS	HG00657	0	0	2.0	EAS	CHS
SH089	HG00701	CHS	HG00701	0	0	1.0	EAS	CHS
SH089	HG00702	CHS						
SH089	HG00703	CHS						
SH090	HG00704	CHS	HG00704	0	0	1.0	EAS	CHS
SH090	HG00705	CHS	HG00705	0	0	2.0	EAS	CHS
SH090	HG00706	CHS						
SH091	HG00707	CHS	HG00707	0	0	1.0	EAS	CHS
SH091	HG00708	CHS	HG00708	0	0	2.0	EAS	CHS
SH091	HG00709	CHS						
SH094	HG00716	CHS						
SH094	HG00717	CHS	HG00717	0	0	2.0	EAS	CHS
SH094	HG00718	CHS						
SH098	HG00728	CHS	HG00728	0	0	1.0	EAS	CHS
SH098	HG00729	CHS	HG00729	0	0	2.0	EAS	CHS
SH098	HG00730	CHS						
CLM01	HG01119	CLM	HG01119	0	0	2.0	AMR	CLM
CLM02	HG01121	CLM	HG01121	0	0	1.0	AMR	CLM
CLM02	HG01122	CLM	HG01122	0	0	2.0	AMR	CLM
CLM02	HG01123	CLM						
CLM03	HG01112	CLM	HG01112	0	0	1.0	AMR	CLM
CLM03	HG01113	CLM	HG01113	0	0	2.0	AMR	CLM
CLM03	HG01114	CLM						
CLM04	HG01124	CLM	HG01124	0	0	1.0	AMR	CLM
CLM04	HG01125	CLM	HG01125	0	0	2.0	AMR	CLM
CLM04	HG01126	CLM						
CLM06	HG01130	CLM	HG01130	0	0	1.0	AMR	CLM
CLM06	HG01131	CLM	HG01131	0	0	2.0	AMR	CLM
CLM07	HG01133	CLM	HG01133	0	0	1.0	AMR	CLM
CLM07	HG01134	CLM	HG01134	0	0	2.0	AMR	CLM
CLM07	HG01135	CLM						
CLM08	HG01136	CLM	HG01136	0	0	1.0	AMR	CLM
CLM08	HG01137	CLM	HG01137	0	0	2.0	AMR	CLM
CLM08	HG01138	CLM						
CLM09	HG01139	CLM	HG01139	0	0	1.0	AMR	CLM
CLM09	HG01140	CLM	HG01140	0	0	2.0	AMR	CLM
CLM09	HG01141	CLM						
CLM10	HG01142	CLM	HG01142	0	0	1.0	AMR	CLM
CLM12	HG01148	CLM	HG01148	0	0	1.0	AMR	CLM
CLM12	HG01149	CLM	HG01149	0	0	2.0	AMR	CLM
CLM12	HG01150	CLM						
CLM14	HG01250	CLM	HG01250	0	0	1.0	AMR	CLM
CLM14	HG01251	CLM	HG01251	0	0	2.0	AMR	CLM
CLM14	HG01252	CLM						
CLM15	HG01253	CLM	HG01253	0	0	1.0	AMR	CLM
CLM15	HG01254	CLM	HG01254	0	0	2.0	AMR	CLM
CLM15	HG01255	CLM						
CLM16	HG01256	CLM	HG01256	0	0	1.0	AMR	CLM
CLM16	HG01257	CLM	HG01257	0	0	2.0	AMR	CLM
CLM16	HG01258	CLM						
CLM17	HG01259	CLM	HG01259	0	0	1.0	AMR	CLM
CLM17	HG01260	CLM	HG01260	0	0	2.0	AMR	CLM
CLM17	HG01261	CLM						
CLM20	HG01269	CLM	HG01269	0	0	2.0	AMR	CLM
CLM21	HG01271	CLM	HG01271	0	0	1.0	AMR	CLM
CLM21	HG01272	CLM	HG01272	0	0	2.0	AMR	CLM
CLM21	HG01273	CLM						
CLM22	HG01274	CLM						
CLM22	HG01275	CLM	HG01275	0	0	2.0	AMR	CLM
CLM22	HG01276	CLM						
CLM23	HG01277	CLM	HG01277	0	0	1.0	AMR	CLM
CLM23	HG01278	CLM						
CLM23	HG01279	CLM						
CLM24	HG01280	CLM	HG01280	0	0	1.0	AMR	CLM
CLM24	HG01281	CLM	HG01281	0	0	2.0	AMR	CLM
CLM25	HG01284	CLM	HG01284	0	0	2.0	AMR	CLM
CLM26	HG01341	CLM	HG01341	0	0	1.0	AMR	CLM
CLM26	HG01342	CLM	HG01342	0	0	2.0	AMR	CLM
CLM26	HG01343	CLM						
CLM27	HG01344	CLM	HG01344	0	0	1.0	AMR	CLM
CLM27	HG01345	CLM	HG01345	0	0	2.0	AMR	CLM
CLM27	HG01346	CLM						
CLM28	HG01347	CLM						
